"police_call_crime","police_call_address_display","police_call_city","police_call_agency","police_call_date","police_call_time_display"
"Aggravated assault","1200 block W  Onondaga St","Syracuse","Syracuse","9/7/2018","11:52 p.m."
"Burglary","1200 block W  Belden Av","Syracuse","Syracuse","9/7/2018","5:40 a.m.-6:16 p.m."
"Larceny","1200 block Milton Av","Syracuse","Syracuse","9/7/2018","9:00 a.m."
"Larceny","200 block Seeley Rd","Syracuse","Syracuse","9/7/2018","9:00 a.m.-9:30 a.m."
"Larceny","900 block James St","Syracuse","Syracuse","9/7/2018","12:00 p.m.-1:13 p.m."
"Larceny","600 block Butternut St","Syracuse","Syracuse","9/7/2018","1:00 p.m.-1:10 p.m."
"Larceny","600 block South Av","Syracuse","Syracuse","9/7/2018","2:56 p.m."
"Larceny","500 block Catherine St","Syracuse","Syracuse","9/7/2018","5:41 p.m."
"Larceny","100 block Valley Dr","Syracuse","Syracuse","9/7/2018","6:51 p.m."
"Larceny","200 block Magnolia St","Syracuse","Syracuse","9/7/2018","4:00 p.m.-10:00 p.m."
"Larceny","700 block Canal St","Syracuse","Syracuse","9/7/2018","4:00 p.m."
"Larceny","400 block Douglas St","Syracuse","Syracuse","9/7/2018","3:25 a.m.-5:45 a.m."
"Larceny","200 block Berkeley Dr","Syracuse","Syracuse","9/7/2018","10:00 p.m.-3:15 p.m."
"Larceny","1400 block S  Mcbride St","Syracuse","Syracuse","9/7/2018","11:25 p.m.-12:00 p.m."
"Robbery","1 block Destiny Usa Dr","Syracuse","Syracuse","9/7/2018","4:54 p.m."
"Aggravated assault","300 block S  Salina St","Syracuse","Syracuse","9/6/2018","9:35 a.m."
"Burglary","1400 block Midland Av","Syracuse","Syracuse","9/6/2018","5:30 p.m.-8:00 a.m."
"Burglary","100 block Hope Av","Syracuse","Syracuse","9/6/2018","10:54 a.m."
"Burglary","600 block Sedgwick Dr","Syracuse","Syracuse","9/6/2018","6:40 p.m."
"Larceny","800 block N  Townsend St","Syracuse","Syracuse","9/6/2018","7:12 a.m."
"Larceny","600 block Dakin St","Syracuse","Syracuse","9/6/2018","3:00 a.m.-5:30 a.m."
"Larceny","700 block Comstock Av","Syracuse","Syracuse","9/6/2018","7:54 a.m."
"Larceny","200 block Holland St","Syracuse","Syracuse","9/6/2018","12:30 p.m.-1:00 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","9/6/2018","5:36 p.m."
"Larceny","1800 block W  Genesee St","Syracuse","Syracuse","9/6/2018","12:05 p.m."
"Larceny","100 block Redfield Pl","Syracuse","Syracuse","9/6/2018","12:45 p.m.-3:45 a.m."
"Larceny","700 block Clarendon St","Syracuse","Syracuse","9/6/2018","12:01 p.m.-2:00 p.m."
"Larceny","200 block Hier Ave","Syracuse","Syracuse","9/6/2018","6:00 p.m.-6:30 p.m."
"Larceny","300 block Prospect Ave","Syracuse","Syracuse","9/6/2018","8:15 a.m.-4:30 p.m."
"Larceny","900 block Ivy Ridge Rd","Syracuse","Syracuse","9/6/2018","12:00 p.m.-10:00 a.m."
"Vehicle theft","1200 block Lancaster Av","Syracuse","Syracuse","9/6/2018","1:43 a.m."
"Aggravated assault","300 block Prospect Av","Syracuse","Syracuse","9/5/2018","12:00 a.m."
"Aggravated assault","400 block Wilkinson St","Syracuse","Syracuse","9/5/2018","1:09 a.m."
"Aggravated assault","500 block Richmond Av","Syracuse","Syracuse","9/5/2018","2:43 a.m."
"Aggravated assault","300 block Warner Av","Syracuse","Syracuse","9/5/2018","10:15 a.m.-10:30 a.m."
"Aggravated assault","800 block Kirkpatrick St","Syracuse","Syracuse","9/5/2018","7:34 p.m."
"Burglary","900 block Kirkpatrick St","Syracuse","Syracuse","9/5/2018","8:11 a.m."
"Burglary","400 block Park Av","Syracuse","Syracuse","9/5/2018","12:00 p.m."
"Larceny","600 block S  Warren St","Syracuse","Syracuse","9/5/2018","6:50 p.m.-7:00 a.m."
"Larceny","2900 block S  Salina St","Syracuse","Syracuse","9/5/2018","7:00 p.m.-8:30 a.m."
"Larceny","400 block Butternut St","Syracuse","Syracuse","9/5/2018","8:30 a.m."
"Larceny","400 block W  Kirkpatrick St","Syracuse","Syracuse","9/5/2018","8:45 a.m.-10:50 a.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","9/5/2018","10:11 a.m."
"Larceny","1200 block Almond St","Syracuse","Syracuse","9/5/2018","10:00 p.m.-12:01 a.m."
"Larceny","200 block Furman St","Syracuse","Syracuse","9/5/2018","12:56 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","9/5/2018","1:19 p.m."
"Larceny","700 block First North St","Syracuse","Syracuse","9/5/2018","1:25 p.m."
"Larceny","2100 block E  Fayette St","Syracuse","Syracuse","9/5/2018","9:15 p.m.-8:40 a.m."
"Larceny","700 block First North St","Syracuse","Syracuse","9/5/2018","6:24 p.m."
"Larceny","3400 block James St","Syracuse","Syracuse","9/5/2018","11:16 p.m.-11:17 p.m."
"Larceny","4100 block S  Salina St","Syracuse","Syracuse","9/5/2018","3:00 p.m.-2:00 p.m."
"Larceny","800 block Spring St","Syracuse","Syracuse","9/5/2018","7:30 p.m.-7:00 a.m."
"Larceny","300 block W  Onondaga St","Syracuse","Syracuse","9/5/2018","1:15 p.m.-4:15 p.m."
"Larceny","700 block Maryland Ave","Syracuse","Syracuse","9/5/2018","4:20 p.m.-6:40 p.m."
"Robbery","600 block S  Geddes St","Syracuse","Syracuse","9/5/2018","5:50 a.m."
"Robbery","500 block S  Salina St","Syracuse","Syracuse","9/5/2018","4:49 p.m."
"Robbery","1000 block Willis Av","Syracuse","Syracuse","9/5/2018","10:19 p.m."
"Vehicle theft","100 block Merz Av","Syracuse","Syracuse","9/5/2018","2:58 a.m."
"Vehicle theft","300 block Dewitt St","Syracuse","Syracuse","9/5/2018","4:55 a.m."
"Vehicle theft","500 block S  State St","Syracuse","Syracuse","9/5/2018","8:23 a.m."
"Aggravated assault","500 block Milton Av","Syracuse","Syracuse","9/4/2018","3:19 p.m."
"Aggravated assault","1700 block W  Onondaga Blvd","Syracuse","Syracuse","9/4/2018","3:54 p.m."
"Burglary","600 block W  Onondaga St","Syracuse","Syracuse","9/4/2018","5:15 a.m.-8:30 a.m."
"Burglary","300 block S  Clinton St","Syracuse","Syracuse","9/4/2018","12:01 a.m."
"Burglary","100 block Culbert St","Syracuse","Syracuse","9/4/2018","12:27 p.m."
"Burglary","700 block E  Laurel St","Syracuse","Syracuse","9/4/2018","3:10 p.m."
"Larceny","500 block S  State St","Syracuse","Syracuse","9/4/2018","12:51 p.m."
"Larceny","700 block S  Salina St","Syracuse","Syracuse","9/4/2018","5:26 p.m."
"Larceny","400 block W  Onondaga St","Syracuse","Syracuse","9/4/2018","4:49 p.m."
"Larceny","400 block Stolp Av","Syracuse","Syracuse","9/4/2018","10:19 p.m."
"Larceny","1100 block S  State St","Syracuse","Syracuse","9/4/2018","9:06 a.m.-12:00 a.m."
"Larceny","100 block Lexington Av","Syracuse","Syracuse","9/4/2018","12:00 p.m."
"Larceny","300 block W  Kirkpatrick St","Syracuse","Syracuse","9/4/2018","11:00 p.m.-8:00 a.m."
"Larceny","400 block Stolp Ave","Syracuse","Syracuse","9/4/2018","6:00 p.m.-6:40 a.m."
"Larceny","400 block Stolp Ave","Syracuse","Syracuse","9/4/2018","5:30 p.m.-1:20 p.m."
"Larceny","600 block Carbon St","Syracuse","Syracuse","9/4/2018","10:00 p.m.-6:45 a.m."
"Larceny","600 block Carbon St","Syracuse","Syracuse","9/4/2018","5:05 p.m."
"Vehicle theft","700 block Erie Blvd E","Syracuse","Syracuse","9/4/2018","10:46 a.m.-8:40 a.m."
"Vehicle theft","1000 block Canal St","Syracuse","Syracuse","9/4/2018","2:33 p.m."
"Vehicle theft","1000 block Canal St","Syracuse","Syracuse","9/4/2018","2:31 p.m."
"Aggravated assault","1000 block S  Clinton St","Syracuse","Syracuse","9/3/2018","1:42 a.m."
"Aggravated assault","800 block Milton Av","Syracuse","Syracuse","9/3/2018","5:50 p.m.-5:55 p.m."
"Burglary","1000 block Madison St","Syracuse","Syracuse","9/3/2018","1:33 a.m."
"Burglary","800 block S  Wilbur Av","Syracuse","Syracuse","9/3/2018","2:05 a.m."
"Burglary","200 block Hickok Av","Syracuse","Syracuse","9/3/2018","7:58 a.m."
"Burglary","200 block Sackett St","Syracuse","Syracuse","9/3/2018","7:00 a.m."
"Burglary","100 block North Av","Syracuse","Syracuse","9/3/2018","4:37 p.m."
"Burglary","400 block Douglas St","Syracuse","Syracuse","9/3/2018","11:00 a.m.-11:00 p.m."
"Larceny","800 block E  Brighton Av","Syracuse","Syracuse","9/3/2018","5:38 a.m.-6:30 a.m."
"Larceny","200 block Beecher St","Syracuse","Syracuse","9/3/2018","10:30 p.m.-7:30 a.m."
"Larceny","2300 block James St","Syracuse","Syracuse","9/3/2018","9:33 a.m."
"Larceny","100 block W  Genesee St","Syracuse","Syracuse","9/3/2018","4:34 p.m."
"Larceny","300 block S  Salina St","Syracuse","Syracuse","9/3/2018","9:10 a.m."
"Larceny","1200 block Caleb Ave","Syracuse","Syracuse","9/3/2018","1:50 p.m.-3:50 p.m."
"Larceny","100 block Harrison St","Syracuse","Syracuse","9/3/2018","12:30 p.m.-3:30 p.m."
"Larceny","300 block S  Clinton St","Syracuse","Syracuse","9/3/2018","3:30 p.m.-5:00 p.m."
"Larceny","300 block S  Clinton St","Syracuse","Syracuse","9/3/2018","3:29 p.m.-5:00 p.m."
"Robbery","4900 block Broad Rd","Syracuse","Syracuse","9/3/2018","1:00 a.m."
"Robbery","200 block Girard Av","Syracuse","Syracuse","9/3/2018","11:35 p.m."
"Aggravated assault","2000 block S  State St","Syracuse","Syracuse","9/2/2018","3:00 a.m."
"Aggravated assault","0 block Centennial Dr","Syracuse","Syracuse","9/2/2018","5:25 a.m.-5:27 a.m."
"Burglary","200 block Magnolia St","Syracuse","Syracuse","9/2/2018","1:25 a.m."
"Larceny","400 block Village Dr","Syracuse","Syracuse","9/2/2018","12:44 a.m."
"Larceny","500 block Euclid Av","Syracuse","Syracuse","9/2/2018","9:00 p.m.-9:00 a.m."
"Larceny","600 block S  Crouse Av","Syracuse","Syracuse","9/2/2018","6:30 p.m.-11:30 a.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","9/2/2018","5:15 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","9/2/2018","5:15 p.m."
"Larceny","700 block Euclid Ave","Syracuse","Syracuse","9/2/2018","3:30 p.m.-9:45 p.m."
"Larceny","200 block Gilbert Ave","Syracuse","Syracuse","9/2/2018","11:00 p.m."
"Vehicle theft","200 block John St","Syracuse","Syracuse","9/2/2018","5:00 a.m."
"Aggravated assault","300 block Taft Av","Syracuse","Syracuse","9/1/2018","12:11 p.m."
"Aggravated assault","200 block Vincent St","Syracuse","Syracuse","9/1/2018","9:00 p.m."
"Aggravated assault","700 block E  Adams St","Syracuse","Syracuse","9/1/2018","11:33 p.m."
"Aggravated assault","0 block Unknown","Syracuse","Syracuse","9/1/2018","11:51 p.m."
"Burglary","1200 block Harrison St","Syracuse","Syracuse","9/1/2018","12:10 a.m."
"Burglary","400 block Chemung St","Syracuse","Syracuse","9/1/2018","3:30 p.m.-6:00 a.m."
"Burglary","300 block Hawley Av","Syracuse","Syracuse","9/1/2018","11:20 p.m."
"Larceny","1000 block Willis Av","Syracuse","Syracuse","9/1/2018","8:00 p.m.-3:00 a.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","9/1/2018","2:58 p.m."
"Larceny","300 block E  Glen Av","Syracuse","Syracuse","9/1/2018","9:00 p.m."
"Larceny","200 block E  Warrington Rd","Syracuse","Syracuse","9/1/2018","8:15 p.m.-8:30 a.m."
"Larceny","200 block Clarendon St","Syracuse","Syracuse","9/1/2018","12:00 p.m.-9:00 a.m."
"Larceny","500 block Woodbine Ave","Syracuse","Syracuse","9/1/2018","7:40 p.m.-9:40 p.m."
"Robbery","1200 block Madison St","Syracuse","Syracuse","9/1/2018","2:55 a.m."
"Robbery","900 block E  Brighton Av","Syracuse","Syracuse","9/1/2018","2:25 a.m.-3:00 a.m."
"Vehicle theft","300 block Hudson Av","Syracuse","Syracuse","9/1/2018","2:00 a.m.-10:30 a.m."
"Aggravated assault","800 block Comstock Av","Syracuse","Syracuse","8/31/2018","12:31 p.m.-12:25 p.m."
"Larceny","300 block Lakeview Av","Syracuse","Syracuse","8/31/2018","8:00 p.m.-7:13 a.m."
"Larceny","700 block James St","Syracuse","Syracuse","8/31/2018","8:30 a.m."
"Larceny","400 block Lillian Av","Syracuse","Syracuse","8/31/2018","7:21 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","8/31/2018","8:32 p.m."
"Larceny","300 block Euclid Av","Syracuse","Syracuse","8/31/2018","12:00 a.m.-9:03 p.m."
"Larceny","100 block Peck Av","Syracuse","Syracuse","8/31/2018","10:30 a.m.-6:00 p.m."
"Larceny","100 block Simon Dr","Syracuse","Syracuse","8/31/2018","11:50 a.m.-12:17 p.m."
"Larceny","300 block Broadview Dr","Syracuse","Syracuse","8/31/2018","12:00 p.m.-7:00 a.m."
"Larceny","200 block Standish Dr","Syracuse","Syracuse","8/31/2018","2:00 a.m.-3:00 a.m."
"Larceny","500 block Euclid Ave","Syracuse","Syracuse","8/31/2018","8:40 p.m.-2:00 p.m."
"Larceny","100 block S  Warren St","Syracuse","Syracuse","8/31/2018","8:00 a.m.-11:00 p.m."
"Vehicle theft","100 block Wadsworth St","Syracuse","Syracuse","8/31/2018","9:30 p.m.-11:00 p.m."
"Vehicle theft","1000 block Teall Av","Syracuse","Syracuse","8/31/2018","5:00 p.m.-8:00 a.m."
"Aggravated assault","300 block Wendell Ter","Syracuse","Syracuse","8/30/2018","12:55 a.m."
"Aggravated assault","600 block W  Onondaga St","Syracuse","Syracuse","8/30/2018","10:30 a.m.-11:06 a.m."
"Aggravated assault","2600 block Midland Av","Syracuse","Syracuse","8/30/2018","9:23 p.m."
"Burglary","600 block W  Onondaga St","Syracuse","Syracuse","8/30/2018","6:31 a.m."
"Burglary","200 block Herbert St","Syracuse","Syracuse","8/30/2018","7:26 a.m."
"Burglary","300 block N  Salina St","Syracuse","Syracuse","8/30/2018","9:38 a.m."
"Burglary","2000 block Park St","Syracuse","Syracuse","8/30/2018","9:48 a.m."
"Burglary","100 block Mckinley Av","Syracuse","Syracuse","8/30/2018","6:16 p.m."
"Burglary","100 block Wiman Av","Syracuse","Syracuse","8/30/2018","12:00 p.m.-6:00 a.m."
"Larceny","900 block W  Genesee St","Syracuse","Syracuse","8/30/2018","8:18 a.m."
"Larceny","100 block N  Salina St","Syracuse","Syracuse","8/30/2018","8:51 a.m."
"Larceny","1000 block E  Fayette St","Syracuse","Syracuse","8/30/2018","10:50 p.m."
"Larceny","900 block S  Salina St","Syracuse","Syracuse","8/30/2018","6:45 p.m."
"Larceny","600 block Bradford Pkwy","Syracuse","Syracuse","8/30/2018","12:20 p.m."
"Larceny","900 block Carbon St","Syracuse","Syracuse","8/30/2018","10:00 a.m."
"Robbery","300 block W  Brighton Av","Syracuse","Syracuse","8/30/2018","2:30 p.m."
"Robbery","1 block Destiny Usa Dr","Syracuse","Syracuse","8/30/2018","3:57 p.m."
"Vehicle theft","1800 block W  Genesee St","Syracuse","Syracuse","8/30/2018","12:56 a.m."
"Vehicle theft","1200 block Sunnycrest Rd","Syracuse","Syracuse","8/30/2018","6:00 p.m.-6:55 a.m."
"Vehicle theft","700 block James St","Syracuse","Syracuse","8/30/2018","1:39 p.m."
"Vehicle theft","100 block Temple Pl","Syracuse","Syracuse","8/30/2018","2:00 p.m."
"Aggravated assault","100 block Lincoln Park Dr","Syracuse","Syracuse","8/29/2018","11:57 p.m."
"Burglary","900 block South Av","Syracuse","Syracuse","8/29/2018","4:19 a.m.-7:55 a.m."
"Burglary","300 block Griffiths St","Syracuse","Syracuse","8/29/2018","9:40 a.m."
"Burglary","1400 block E  Genesee St","Syracuse","Syracuse","8/29/2018","12:00 a.m.-7:00 a.m."
"Burglary","1 block Destiny Usa Dr","Syracuse","Syracuse","8/29/2018","1:44 p.m."
"Burglary","3800 block E  Genesee St","Syracuse","Syracuse","8/29/2018","12:00 p.m.-8:00 a.m."
"Larceny","600 block Catherine St","Syracuse","Syracuse","8/29/2018","12:00 a.m.-7:14 a.m."
"Larceny","100 block Green St","Syracuse","Syracuse","8/29/2018","7:49 a.m."
"Larceny","1600 block Euclid Av","Syracuse","Syracuse","8/29/2018","8:02 a.m."
"Larceny","700 block First North St","Syracuse","Syracuse","8/29/2018","9:34 a.m."
"Larceny","200 block Hier Av","Syracuse","Syracuse","8/29/2018","10:51 a.m."
"Larceny","200 block Hier Av","Syracuse","Syracuse","8/29/2018","11:27 a.m."
"Larceny","300 block S  Salina St","Syracuse","Syracuse","8/29/2018","1:00 p.m."
"Larceny","700 block N  Clinton St","Syracuse","Syracuse","8/29/2018","2:50 a.m.-3:00 a.m."
"Larceny","200 block Brattle Rd","Syracuse","Syracuse","8/29/2018","1:00 a.m.-4:00 a.m."
"Vehicle theft","200 block Coolidge Av","Syracuse","Syracuse","8/29/2018","12:00 a.m."
"Vehicle theft","300 block W  Fayette St","Syracuse","Syracuse","8/29/2018","5:45 p.m.-6:45 a.m."
"Vehicle theft","100 block Lafayette Rd","Syracuse","Syracuse","8/29/2018","2:07 p.m."
"Vehicle theft","200 block Fenway Dr","Syracuse","Syracuse","8/29/2018","10:03 p.m."
"Aggravated assault","800 block S  Wilbur Av","Syracuse","Syracuse","8/28/2018","1:09 a.m."
"Burglary","100 block Pond St","Syracuse","Syracuse","8/28/2018","6:00 a.m.-1:00 a.m."
"Burglary","100 block N  Collingwood Av","Syracuse","Syracuse","8/28/2018","2:01 p.m."
"Burglary","100 block Croly St","Syracuse","Syracuse","8/28/2018","6:45 p.m."
"Larceny","1000 block W  Genesee St","Syracuse","Syracuse","8/28/2018","3:00 a.m.-4:40 a.m."
"Larceny","400 block Butternut St","Syracuse","Syracuse","8/28/2018","2:11 p.m."
"Larceny","5500 block S  Salina St","Syracuse","Syracuse","8/28/2018","6:59 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","8/28/2018","7:04 p.m."
"Larceny","300 block Lexington Av","Syracuse","Syracuse","8/28/2018","9:22 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","8/28/2018","11:22 p.m."
"Larceny","100 block Dorwin Ave","Syracuse","Syracuse","8/28/2018","4:00 a.m.-8:00 a.m."
"Larceny","500 block Erie Blvd W","Syracuse","Syracuse","8/28/2018","8:30 p.m.-11:25 a.m."
"Larceny","100 block Gorland Ave","Syracuse","Syracuse","8/28/2018","2:30 p.m."
"Larceny","200 block Comstock Ave","Syracuse","Syracuse","8/28/2018","10:00 p.m.-8:00 a.m."
"Robbery","600 block Highland St","Syracuse","Syracuse","8/28/2018","8:50 p.m.-8:55 p.m."
"Vehicle theft","1800 block Bellevue Av","Syracuse","Syracuse","8/28/2018","8:30 p.m.-6:50 a.m."
"Vehicle theft","100 block Hobart Av","Syracuse","Syracuse","8/28/2018","8:00 p.m.-9:00 a.m."
"Aggravated assault","300 block Seymour St","Syracuse","Syracuse","8/27/2018","1:58 a.m."
"Aggravated assault","300 block Kellogg St","Syracuse","Syracuse","8/27/2018","8:20 a.m."
"Aggravated assault","1600 block E  Fayette St","Syracuse","Syracuse","8/27/2018","11:04 p.m."
"Arson","300 block Burt St","Syracuse","Syracuse","8/27/2018","7:37 p.m."
"Burglary","100 block Gorland Av","Syracuse","Syracuse","8/27/2018","5:20 a.m."
"Burglary","300 block Stadium Pl","Syracuse","Syracuse","8/27/2018","7:49 p.m."
"Burglary","400 block University Pl","Syracuse","Syracuse","8/27/2018","9:25 p.m."
"Larceny","300 block Otisco St","Syracuse","Syracuse","8/27/2018","12:42 a.m.-1:33 a.m."
"Larceny","700 block First North St","Syracuse","Syracuse","8/27/2018","9:10 a.m."
"Larceny","400 block Butternut St","Syracuse","Syracuse","8/27/2018","11:38 a.m."
"Larceny","500 block S  State St","Syracuse","Syracuse","8/27/2018","11:57 a.m."
"Larceny","1400 block E  Genesee St","Syracuse","Syracuse","8/27/2018","1:04 p.m."
"Larceny","600 block Park St","Syracuse","Syracuse","8/27/2018","1:05 p.m."
"Larceny","200 block Lafayette Rd","Syracuse","Syracuse","8/27/2018","7:00 p.m.-9:00 a.m."
"Larceny","300 block Baker Av","Syracuse","Syracuse","8/27/2018","10:53 p.m."
"Larceny","500 block Butternut St","Syracuse","Syracuse","8/27/2018","9:03 p.m."
"Larceny","800 block Erie Blvd W","Syracuse","Syracuse","8/27/2018","8:30 a.m."
"Larceny","1000 block South Av","Syracuse","Syracuse","8/27/2018","7:30 p.m.-8:00 a.m."
"Larceny","600 block Park St","Syracuse","Syracuse","8/27/2018","8:00 a.m.-3:00 p.m."
"Larceny","200 block W  Division St","Syracuse","Syracuse","8/27/2018","9:00 p.m.-8:00 a.m."
"Robbery","300 block S  Warren St","Syracuse","Syracuse","8/27/2018","5:20 a.m."
"Robbery","400 block Sedgwick Dr","Syracuse","Syracuse","8/27/2018","10:53 p.m."
"Aggravated assault","300 block Coolidge Av","Syracuse","Syracuse","8/26/2018","9:49 p.m."
"Burglary","800 block Butternut St","Syracuse","Syracuse","8/26/2018","7:13 a.m."
"Burglary","600 block Turtle St","Syracuse","Syracuse","8/26/2018","11:00 p.m.-11:15 p.m."
"Burglary","600 block W  Onondaga St","Syracuse","Syracuse","8/26/2018","8:00 a.m."
"Larceny","400 block Erie Blvd E","Syracuse","Syracuse","8/26/2018","1:23 a.m."
"Larceny","400 block Erie Blvd E","Syracuse","Syracuse","8/26/2018","4:44 a.m.-4:45 a.m."
"Larceny","100 block Russell Pl","Syracuse","Syracuse","8/26/2018","10:00 p.m.-7:00 a.m."
"Larceny","800 block N  Clinton St","Syracuse","Syracuse","8/26/2018","2:34 p.m."
"Larceny","100 block Eldorado St","Syracuse","Syracuse","8/26/2018","3:40 p.m.-4:10 p.m."
"Larceny","1200 block Harrison St","Syracuse","Syracuse","8/26/2018","7:19 p.m."
"Larceny","100 block Miles Ave","Syracuse","Syracuse","8/26/2018","9:00 a.m."
"Larceny","100 block Ivy Ridge Rd","Syracuse","Syracuse","8/26/2018","3:20 a.m."
"Larceny","100 block Newbury Hollow Ln","Syracuse","Syracuse","8/26/2018","12:00 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","8/26/2018","1:05 p.m.-4:00 p.m."
"Larceny","600 block E  Division St","Syracuse","Syracuse","8/26/2018","9:00 p.m.-11:00 p.m."
"Robbery","700 block Irving Av","Syracuse","Syracuse","8/26/2018","10:29 p.m."
"Vehicle theft","300 block Griffiths St","Syracuse","Syracuse","8/26/2018","5:00 p.m."
"Aggravated assault","1400 block Midland Av","Syracuse","Syracuse","8/25/2018","5:25 a.m."
"Aggravated assault","100 block Hudson St","Syracuse","Syracuse","8/25/2018","9:58 a.m."
"Aggravated assault","300 block W  Pleasant Av","Syracuse","Syracuse","8/25/2018","1:26 p.m."
"Aggravated assault","200 block Sabine St","Syracuse","Syracuse","8/25/2018","10:44 p.m."
"Burglary","100 block W  Matson Av","Syracuse","Syracuse","8/25/2018","2:00 a.m."
"Burglary","300 block Richmond Av","Syracuse","Syracuse","8/25/2018","12:00 p.m.-3:00 p.m."
"Larceny","500 block E  Willow St","Syracuse","Syracuse","8/25/2018","7:00 a.m."
"Larceny","400 block Pulaski St","Syracuse","Syracuse","8/25/2018","12:00 p.m.-9:00 a.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","8/25/2018","1:17 p.m."
"Larceny","1200 block Madison St","Syracuse","Syracuse","8/25/2018","2:15 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","8/25/2018","4:41 p.m."
"Larceny","600 block W  Onondaga St","Syracuse","Syracuse","8/25/2018","11:00 a.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","8/25/2018","6:26 p.m."
"Larceny","100 block Harvard Pl","Syracuse","Syracuse","8/25/2018","1:00 p.m.-1:30 p.m."
"Larceny","100 block Ainsley Dr","Syracuse","Syracuse","8/25/2018","6:00 p.m.-7:30 p.m."
"Larceny","100 block Buckingham Ave","Syracuse","Syracuse","8/25/2018","11:50 a.m."
"Larceny","300 block S  Franklin St","Syracuse","Syracuse","8/25/2018","2:30 a.m.-7:30 p.m."
"Larceny","600 block Willis Ave","Syracuse","Syracuse","8/25/2018","11:00 p.m.-12:25 p.m."
"Robbery","1900 block W  Genesee St","Syracuse","Syracuse","8/25/2018","12:51 a.m."
"Robbery","1200 block Meadowbrook Dr","Syracuse","Syracuse","8/25/2018","11:00 p.m."
"Burglary","300 block Pond St","Syracuse","Syracuse","8/24/2018","10:00 p.m.-9:00 a.m."
"Burglary","500 block Bradford Pkwy","Syracuse","Syracuse","8/24/2018","8:50 p.m."
"Larceny","700 block First North St","Syracuse","Syracuse","8/24/2018","9:54 a.m."
"Larceny","200 block E  Washington St","Syracuse","Syracuse","8/24/2018","11:58 a.m."
"Larceny","700 block Livingston Av","Syracuse","Syracuse","8/24/2018","7:00 a.m.-8:00 a.m."
"Larceny","0 block Conservation Pl","Syracuse","Syracuse","8/24/2018","2:39 p.m."
"Larceny","200 block S  West St","Syracuse","Syracuse","8/24/2018","4:01 p.m."
"Larceny","4700 block Onondaga Blvd","Syracuse","Syracuse","8/24/2018","5:46 p.m."
"Larceny","100 block Kirk Av","Syracuse","Syracuse","8/24/2018","11:17 p.m."
"Larceny","1400 block Northcliffe Rd","Syracuse","Syracuse","8/24/2018","11:15 a.m."
"Larceny","1800 block Euclid Ave","Syracuse","Syracuse","8/24/2018","8:00 p.m.-9:00 p.m."
"Robbery","900 block N  Townsend St","Syracuse","Syracuse","8/24/2018","4:50 a.m."
"Vehicle theft","300 block Village Dr","Syracuse","Syracuse","8/24/2018","1:09 a.m."
"Vehicle theft","200 block Tex Simone Dr","Syracuse","Syracuse","8/24/2018","1:25 a.m."
"Burglary","1000 block W  Genesee St","Syracuse","Syracuse","8/23/2018","3:06 a.m."
"Burglary","800 block Onondaga Av","Syracuse","Syracuse","8/23/2018","3:00 a.m.-3:30 a.m."
"Burglary","2300 block James St","Syracuse","Syracuse","8/23/2018","6:00 p.m.-1:14 p.m."
"Burglary","200 block Seventh North St","Syracuse","Syracuse","8/23/2018","8:03 p.m."
"Burglary","100 block Frisbie Ct","Syracuse","Syracuse","8/23/2018","12:00 a.m.-4:00 p.m."
"Larceny","500 block Butternut St","Syracuse","Syracuse","8/23/2018","2:38 a.m."
"Larceny","200 block Englewood Av","Syracuse","Syracuse","8/23/2018","9:00 p.m.-5:00 a.m."
"Larceny","300 block Comstock Av","Syracuse","Syracuse","8/23/2018","12:00 p.m.-11:17 a.m."
"Larceny","700 block Euclid Av","Syracuse","Syracuse","8/23/2018","12:00 a.m.-11:00 a.m."
"Larceny","1100 block S  Townsend St","Syracuse","Syracuse","8/23/2018","7:20 p.m."
"Larceny","3600 block S  Salina St","Syracuse","Syracuse","8/23/2018","9:00 a.m."
"Larceny","200 block N  State St","Syracuse","Syracuse","8/23/2018","3:30 p.m."
"Larceny","400 block Woodbine Ave","Syracuse","Syracuse","8/23/2018","7:00 p.m.-6:50 a.m."
"Vehicle theft","200 block Amherst Ave","Syracuse","Syracuse","8/23/2018","4:19 a.m."
"Vehicle theft","200 block Second North St","Syracuse","Syracuse","8/23/2018","11:30 a.m.-5:30 p.m."
"Aggravated assault","300 block Onondaga Av","Syracuse","Syracuse","8/22/2018","12:05 a.m."
"Burglary","100 block Merrell Rd","Syracuse","Syracuse","8/22/2018","1:04 a.m."
